,review title,job title,job location,date,description,pros,cons
922,productive inovative and fun work place,Office Administrator,standerton,24-Jan-13,"I do office admin on a daily basis and meet new people daily. assist alsmost every employee and visitor coming in. One needs to be ready to answer each and every question you are asked. i have learned to always put everything on paper (email) as record, different kinds of people's behaviours and you just have to adjust and always be calm and keep your smile. Im helpful, how sytems work, building relationships with clients and Colleagues for future purposes, time management. The hardest part of my job is coming across difficult employees who will ask for something they are not too sure about and makes you do it over and over . The most enjoyable parrt of the job is that i am in control. i get to plan what works for me and what doesnt. i get to make mistakes ad quickly learn from them without the next person seeing. i get along with everyone from the cleaners to the executives. i work with people from different directions in life and feel happy if i was able to make a difference in each and everyone of their lives. i love working with people.","work in for christmas, great safety culture",at times knocking off late
923,Empresa de Grande Porte,LAB TECHNOLOGIST,"Rio de Janeiro, RJ",21-Oct-13,ProductiveInformative traing coursesRoutine but more learning exposure,locomoçao,distância trabalho/casa
924,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
925,"Productive, challenging and Fun workplace.",Senior Supply Assistant,"North West, Rustenburg",22-Oct-12,"Typical day at work is started with morning meetings, preparing for the day ahead. Suppliers come with invoices that must be precessed on SAP. Daily everyday tasks eg/ filling, writting of invoices. Preparation for monthly review and mothly MLM Presentations. Tasks are delegated between co-workers by the Supervisor. I have gained a lot from this company. Monthly we go for courses for our own benefits by the company. Each team has 8 members in one office so it is an enjoyable environment to be in. If our targets and safety achievements are reached, we are rewarded with gifts or braai on Fridays, thats the part i like. it keeps every team member on form.", ,exposed to harzards. e.g gas n noise
926,Muy buena empresa y ubicasion geografica excelente.,Especialista en equipos de servicio,"Quillota, VS",21-Oct-12,Una empresa muy preocupada por su gente donde tienen como meta el cero daño y de un ambiente laboral muy bueno., ,comida
927,Productive and very fun place,Accountant Assistant,Johannesburg 45 Main Street,17-Oct-12,"I have learned how to deal with difficult people and have care and respect to everyone.The management is very supportative e.g studyingI work with friendly people, i feel like they are my familyMonthly reporting is the hardest part of my workI enjoy solving queries", ,long hours
928,Empresa muito flexivel,Supervisor de Planejamento de Manutenção,"Pedra Branca do Amapari, AP",12-Oct-12,Empresa onde as oportunidades aparecem e onde as pessoas realmente são avaliadas e valorizadas.,las comidas,área remota
929,good place and fun workpace,fitter,mpumalanga,12-Oct-12,"I am enjoying working here at anglo american,is the nice place to work,the manangement are so supportive and i have a good relationship with my co-wokers.the hardest part of the job was to learn how to build abreaker drum gearbox,and the most enjoyable moment is that now i am a specialist in my job.just the only problem here at the workshop is that they are not paying well and the is no stand-by and overtime.", ,no overtime and stand-by
930,Ambiente de Trabajo,Mantenedor Eléctrico de Maquinaria Pesada,"Nogales, VS",10-Oct-12,"Una gran empresa que se preocupa del sus trabajadores, existen buenos tratos y ayuda en lo que necesites. Excelentes jefes y una muy buena comunicacion entre colegas.", , 
931,Team Player,Supply Admin,Limpopo Polokwane,10-Oct-12,"I have joined Anglo in 2007 from company called NamITech in Gauteng Limbro Park,I enjoyed my stay & learned a lot from the mining indusries as i was previously from card division, we live our values the enviroment & peole is amazing but as an individual I need to grow in this field,", ,standby
932,Felt like home learned a lot,STUDENT,SWARTKILIP,09-Oct-12,"Process control, problem investigation and working in team. Enjoyed given tasks to perform, 12 hour shifts were challenging and the management was supportive and motivate me to further must studies so as to gain more theoritical knowledge.", ,did not get a post
933,"Ótima empresa, com grandes possibilidades de crescimento.",ADVOGADO PLENO,"São Paulo, SP",09-Oct-12,"Otima empresa com grandes possibilidades de crescimento profissional, cultura internacional. Conglomerado financeiramente muito forte. Bom ambiente de trabalho, cargos e funções bem definidas.", , 
934,A good place but too far from home,HRD Coordinator Operational skills (D3 ) Position,Rustenburg North West,06-Oct-12,Working as a team and willing to help at any time.To easy to get along, ,dead lines make as to stay at work
935,Inviabilidade de gerencia,Supervisor de manutenção,"Barro Alto, GO",04-Oct-12,"Muito trabalho com resultados, esperados com pessoas muito especiais, que somente um time unido pode vencer dificuldades, não posso dizer que é a melhor que eu esperava ver,pois deixa muito a desejar, pois coloca a culpa nas equipes,por sua munificência de comando.Fazendo o clima interno muito ruim,Meus colegas são de muita inteligencia e concesso de grupo e respeitadores com suas equipe ou pares.Quando os desafios eram superados,se transformavam em um gosto de vitoria.", ,"gerencia não pensar, no grupo como um todo, somente no seu próprio resultado"
936,Empresa dinâmica e agradavél de se trabalhar,Técnica Enfermagem,"Comodoro, MT",03-Oct-12,"Excelente em todos os aspectos, boa equipe e apoio da gerencia.", ,não tem
937,Productive and compliant,SAFETY OFFICER,"RUSTENBURG, NORTH WEST",01-Oct-12,I love working with people and helping them to improve in any safety issues.,Yes, 
938,engineering specialist,engineering specialist,"Mokopane ,Limpopo",27-Sep-12,"lost of company poletics hampering job performance ,the company experienced a brain drain due to poor salary and lack of management participation in sound decision making", ,low work force moral and dissipline
939,productives,snr lab technician,booysens,26-Sep-12,very good and enjoying working here is very good company and i love what i'm doing here is nice place to be if you love research this is a place tobe guy i swear with you .,Free Lunch,flex hours
940,Empresa com um ótimo ambiente de trabalho,Asistente Administrativo,"Niquelândia, GO",22-Sep-12,"O meu trabalho diário era feito com um relatório geral de produção, onde o resumo era enviado via e-mail para gerencia e diretoria da empresa. Durante o tempo que trabalhei obtive conhecimento dos processos para obtenção da liga Fe-Ni (ferro-níquel). Contei com a experiência dos meus colegas, onde obtive conhecimento da profissão. Durante os dias trabalhados houve desafios como verificação de pontos de melhorias dos processos produtivos que foram momentos críticos na carreira, mas que também se tornou agradável pois proporcionou um grande aprendizado", ,localização
941,Aprendi a analisar e lançar notas fiscais no sistema,Operador de Empilhadeira,"Barro Alto, GO",18-Sep-12,E uma escelente empresa a gerencia e muita atenciosa com os empregados., ,fornecia refeição
942,"Productive, dealine driven and approachable management staff",Senior Accounts Assistant,Witbank,13-Sep-12,"My typical day at work, I am in the cash management department which is the most busy and critical section of our finance department. We prepare the payment runs (creditors and payroll) for all the mines and also do the bank reconciliations. Days are different but it a deadline driven environment and requires a person who pays attention to details, efficient and punctual.We work as a team as our work is dependent on each other’s roles - we have a pro-active team and meet our objectives efficiently.The hardest part of the job will say when the system is down and we have a deadline - that our major challenge but we have a good relationship without IT Dept.Most enjoyable is working as team and getting the job done and being appreciated for the effort we put in and getting the work done.", ,network or erp systems
943,productive,Miner Assistant,Rustenburg,12-Sep-12,to work with poeple is difficult but you must be patient dont be short temper. Must understand all cultures. Its hard to work unsafe forcing by supervisers.,Good working atmosphere,long hours
944,Its a productive place,Processor,Rustenburg,07-Sep-12,A long hard working dayTo be responsible and make decisions on my ownHelpful and supportiveCoperativeTo work under pressureCelebrating archivements, ,overtimes
945,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
946,Productive and Fun,Almoxarife,Limpopo,01-Feb-13,its interesting for allowing emplyees to advance themselves in all spheres,free key holders, 
947,Empresa dinâmica e muito agradável de trabalhar,Practica Industrial,"Comodoro, MT",09-Nov-12,"Security is very tight,working enviroment are safe,good communication",plano de carreira, 
948,Ambiente de trabajo entretenido,Estagiário da área de Planejamento Orçamentário.,"Chagres, VS",02-Dec-13,"I grew up in my trade, with the help of my supervisors and management.",seguro medico, 
